resp,link,title
<200 https://www.amazon.com/movies-tv-dvd-bluray/b?ie=UTF8&node=2625373011>,/gp/BIT/ref=footer_bit_v2_us_A0029?bitCampaignCode=A0029,Amazon Assistant
<200 https://www.amazon.com/movies-tv-dvd-bluray/b?ie=UTF8&node=2625373011>,/gp/help/customer/display.html?ie=UTF8&nodeId=508510,Help
<200 https://www.amazon.com/movies-tv-dvd-bluray/b?ie=UTF8&node=2625373011>,/gp/help/customer/display.html?ie=UTF8&nodeId=508088,Conditions of Use
<200 https://www.amazon.com/movies-tv-dvd-bluray/b?ie=UTF8&node=2625373011>,/gp/help/customer/display.html?ie=UTF8&nodeId=468496,Privacy Notice
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,https://www.amazon.com/l/ref=map_1_b2b_GW_FT?node=17882322011,Sell Under Private Brands
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,https://www.amazon.com:443/gp/redirect.html?_encoding=UTF8&location=https%3A%2F%2Fservices.amazon.com%2Fhandmade%2Fhandmade.html%3Fld%3DAZUSHNDFooter&source=standards&token=0DB36349EAB72B987928A46EC862BDF86C9039B4,Sell on Amazon Handmade
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,https://www.amazon.com:443/gp/redirect.html?_encoding=UTF8&location=https%3A%2F%2Fservices.amazon.com%2Fselling-services%2Fbenefits.htm%3Fld%3DAZUSVAS-globalfooter&source=standards&token=C11D6CD96DB34C590F5368F18106AAC385ECAAC6,Sell Your Services on Amazon
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,https://services.amazon.com/amazon-business.html?ld=usb2bunifooter,Sell on Amazon Business
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,https://developer.amazon.com,Sell Your Apps on Amazon
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,https://affiliate-program.amazon.com/,Become an Affiliate
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,https://advertising.amazon.com/?ref=ext_amzn_ftr,Advertise Your Products
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/gp/seller-account/mm-summary-page.html?ie=UTF8&ld=AZFooterSelfPublish&topic=200260520,Self-Publish with Us
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/b/?_encoding=UTF8&ld=AZUSSOA-seeall&node=13605942011,See all
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/iss/credit/rewardscardmember?_encoding=UTF8&plattr=CBFOOT,Amazon Rewards Visa Signature Cards
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/iss/credit/storecardmember?_encoding=UTF8&plattr=PLCCFOOT,Amazon.com Store Card
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/dp/B07984JN3L?_encoding=UTF8&ie=UTF-8&plattr=ACOMFO,Amazon Business Card
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/dp/B07CBJQS16?_encoding=UTF8&ie=UTF-8&place=camp&plattr=CCLFOOT&pr=ibprox,Amazon.com Corporate Credit Line
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/b?ie=UTF8&node=16218619011,Shop with Points
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/compare-credit-card-offers/b?ie=UTF8&node=3561432011,Credit Card Marketplace
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/Reload-Your-Gift-Card-Balance/b?ie=UTF8&node=10232440011,Reload Your Balance
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/Currency-Converter/b?ie=UTF8&node=388305011,Amazon Currency Converter
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/gp/css/homepage.html,Your Account
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/gp/css/order-history,Your Orders
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/gp/help/customer/display.html?ie=UTF8&nodeId=468520,Shipping Rates & Policies
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/gp/prime,Amazon Prime
<200 https://www.amazon.com/movies-tv-dvd-bluray/b?ie=UTF8&node=2625373011>,/interestbasedads/ref=footer_iba,Interest-Based Ads
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/gp/css/returns/homepage.html,Returns & Replacements
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/gp/digital/fiona/manage,Manage Your Content and Devices
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/gp/BIT/ref=footer_bit_v2_us_A0029?bitCampaignCode=A0029,Amazon Assistant
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/gp/help/customer/display.html?ie=UTF8&nodeId=508510,Help
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/gp/help/customer/display.html?ie=UTF8&nodeId=508088,Conditions of Use
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/gp/help/customer/display.html?ie=UTF8&nodeId=468496,Privacy Notice
<200 https://www.amazon.com/books-used-books-textbooks/b?ie=UTF8&node=283155>,/interestbasedads/ref=footer_iba,Interest-Based Ads
